Player IGN,League Selection,Roughly how much have you spent on the game so far? (EUR/USD),Card status in Account (non-borrow) [SSR Rice Shower  - Power],Card status in Account (non-borrow) [SSR Super Creek - Stamina],Card status in Account (non-borrow) [SSR Kitasan Black - Speed],Card status in Account (non-borrow) [SSR Riko Kashimoto - Pal],Card status in Account (non-borrow) [R Riko Kashimoto - Pal],Card most frequently borrowed for Libra Cup (CM6) ace runs,Weekly Career Count,Select day,Long S aptitude affects,Turf G uma (e.g. Haru Urara) falling significantly behind everyone else in the race disables the gold recovery skill called,Libra Cup takes place at  ______ racecourse in _______ season,Libra Cup weather is ______ and the ground is ________ conditions,"Libra Cup race length is ______m, which is a ______________",Base speed for Libra Cup is,Which running style has the highest base target speed in the final leg and last spurt?,Which of these skills has the biggest full acceleration effect upon successfully triggering (ignore timing differences),End Closer only acceleration skill is called,Skill activation is determined by __________,Having 2 gold recovery skills on uma with 300 wit at the moment of making the skill checks gives approximately ____ % chance of activating both gold recovery skills,Having 2 gold recovery skills on uma with 500 wit at the moment of making the skill checks gives approximately ____ % chance of activating both gold recovery skills,"OPTIONAL BONUS QUESTION:
Libra constellation was invented by the __________ by detaching the giant scorpion claws from the Scorpius constellation and giving these scorpion claws to Virgo. This is why some of the stars that form the Libra constellation are/have been called ""Northern claw"", ""Southern claw"" and ""3rd star of the scorpion"".",Go to Submit page or fill in a different section of the survey before submitting?,How did you find out about this survey? (optional),"Star rating for filling this form (1=lowest, 5=highest) (optional)",Suggestions how to improve this form for future Champions Meeting data collection (optional),Consent,Day 1 - Team Comp 1 - Uma 1 - Name,Day 1 - Team Comp 1 - Uma 1 - Running Style,Day 1 - Team Comp 1 - Uma 1 - Role,Day 1 - Team Comp 1 - Uma 2 - Name,Day 1 - Team Comp 1 - Uma 2 - Running Style,Day 1 - Team Comp 1 - Uma 2 - Role,Day 1 - Team Comp 1 - Uma 3 - Name,Day 1 - Team Comp 1 - Uma 3 - Running Style,Day 1 - Team Comp 1 - Uma 3 - Role,Day 1 - Team Comp 1 - Number of attempts/races,Day 1 - Team Comp 1 - Number of wins,Day 1 - Add 2nd Team Comp?,Day 1 - Team Comp 2 - Uma 1 - Name,Day 1 - Team Comp 2 - Uma 1 - Running Style,Day 1 - Team Comp 2 - Uma 1 - Role,Day 1 - Team Comp 2 - Uma 2 - Name,Day 1 - Team Comp 2 - Uma 2 - Running Style,Day 1 - Team Comp 2 - Uma 2 - Role,Day 1 - Team Comp 2 - Uma 3 - Name,Day 1 - Team Comp 2 - Uma 3 - Running Style,Day 1 - Team Comp 2 - Uma 3 - Role,Day 1 - Team Comp 2 - Number of attempts/races,Day 1 - Team Comp 2 - Number of wins,Day 1 - How many team comps total?,Go to Submit page or fill in another day before submitting?,Was your Day 2 - Team Comp 1 the exact same three umas as your Day 1 - Team Comp 1?,Day 2 - Team Comp 1 - Uma 1 - Name,Day 2 - Team Comp 1 - Uma 1 - Running Style,Day 2 - Team Comp 1 - Uma 1 - Role,Day 2 - Team Comp 1 - Uma 2 - Name,Day 2 - Team Comp 1 - Uma 2 - Running Style,Day 2 - Team Comp 1 - Uma 2 - Role,Day 2 - Team Comp 1 - Uma 3 - Name,Day 2 - Team Comp 1 - Uma 3 - Running Style,Day 2 - Team Comp 1 - Uma 3 - Role,Day 2 - Team Comp 1 - Number of attempts/races played,Day 2 - Team Comp 1 - Number of wins,Day 2 - Add 2nd Team Comp?,Day 2 - Team Comp 2 - Uma 1 - Name,Day 2 - Team Comp 2 - Uma 1 - Running Style,Day 2 - Team Comp 2 - Uma 1 - Role,Day 2 - Team Comp 2 - Uma 2 - Name,Day 2 - Team Comp 2 - Uma 2 - Running Style,Day 2 - Team Comp 2 - Uma 2 - Role,Day 2 - Team Comp 2 - Uma 3 - Name,Day 2 - Team Comp 2 - Uma 3 - Running Style,Day 2 - Team Comp 2 - Uma 3 - Role,Day 2 - Team Comp 2 - Number of attempts/races,Day 2 - Team Comp 2 - Number of wins,Day 2 - How many team comps total?,Go to Submit page or fill in another day?,Was your Day 3 - Team Comp 1 the exact same three umas as your Day 2 - Team Comp 1?,A Group or B Group?,Day 3 - Team Comp 1 - Uma 1 - Name,Day 3 - Team Comp 1 - Uma 1 - Running Style,Day 3 - Team Comp 1 - Uma 1 - Role,Day 3 - Team Comp 1 - Uma 2 - Name,Day 3 - Team Comp 1 - Uma 2 - Running Style,Day 3 - Team Comp 1 - Uma 2 - Role,Day 3 - Team Comp 1 - Uma 3 - Name,Day 3 - Team Comp 1 - Uma 3 - Running Style,Day 3 - Team Comp 1 - Uma 3 - Role,Day 3 - Team Comp 1 - Number of attempts/races played,Day 3 - Team Comp 1 - Number of wins,Day 3 - Add 2nd Team Comp?,Day 3 - Team Comp 2 - Uma 1 - Name,Day 3 - Team Comp 2 - Uma 1 - Running Style,Day 3 - Team Comp 2 - Uma 1 - Role,Day 3 - Team Comp 2 - Uma 2 - Name,Day 3 - Team Comp 2 - Uma 2 - Running Style,Day 3 - Team Comp 2 - Uma 2 - Role,Day 3 - Team Comp 2 - Uma 3 - Name,Day 3 - Team Comp 2 - Uma 3 - Running Style,Day 3 - Team Comp 2 - Uma 3 - Role,Day 3 - Team Comp 2 - No. of attempts/races played,Day 3 - Team Comp 2 - Number of wins,Day 3 - How many team comps total?,Go to Submit page or fill in another day?,Was your Day 4 - Team Comp 1 the exact same three umas as your Day 3 - Team Comp 1?,A Group or B Group?,Day 4 - Team Comp 1 - Uma 1 - Name,Day 4 - Team Comp 1 - Uma 1 - Running Style,Day 4 - Team Comp 1 - Uma 1 - Role,Day 4 - Team Comp 1 - Uma 2 - Name,Day 4 - Team Comp 1 - Uma 2 - Running Style,Day 4 - Team Comp 1 - Uma 2 - Role,Day 4 - Team Comp 1 - Uma 3 - Name,Day 4 - Team Comp 1 - Uma 3 - Running Style,Day 4 - Team Comp 1 - Uma 3 - Role,Day 4 - Team Comp 1 - Number of attempts/races played,Day 4 - Team Comp 1 - Number of wins,Day 4 - Add 2nd Team Comp?,Day 4 - Team Comp 2 - Uma 1 - Name,Day 4 - Team Comp 2 - Uma 1 - Running Style,Day 4 - Team Comp 2 - Uma 1 - Role,Day 4 - Team Comp 2 - Uma 2 - Name,Day 4 - Team Comp 2 - Uma 2 - Running Style,Day 4 - Team Comp 2 - Uma 2 - Role,Day 4 - Team Comp 2 - Uma 3 - Name,Day 4 - Team Comp 2 - Uma 3 - Running Style,Day 4 - Team Comp 2 - Uma 3 - Role,Day 4 - Team Comp 2 - No. of attempts/races played,Day 4 - Team Comp 2 - Number of wins,Day 4 - How many team comps total?,Go to Submit page or fill in another day?,A or B Finals?,Finals - Team Comp - Uma 1 - Name,Finals - Team Comp - Uma 1 - Running Style,Finals - Team Comp - Uma 1 - Role,Finals - Team Comp - Uma 2 - Name,Finals - Team Comp - Uma 2 - Running Style,Finals - Team Comp - Uma 2 - Role,Finals - Team Comp - Uma 3 - Name,Finals - Team Comp - Uma 3 - Running Style,Finals - Team Comp - Uma 3 - Role,Upload results list screenshot or insert results list winner data manually?,Finals - Results List - Upload Screenshot,Finals - Winner - Own uma or Opponent's uma?,Finals - Winner - Name,Finals - Winner - Running Style,Finals - Winner - Time,Finals - Winner - No. ____ favorite (optional),Finals - Winner - Gate number (optional),Optional - Finals - Winner - Screenshot - Skills,Optional - Finals - Winner - Screenshot - Skills (Continued),Optional - Finals - Winner - Deck,Score,Email Address,Finals result?,Column 156
Furby,Graded (No Uma Restrictions),$1001-5000,MLB,MLB,MLB,MLB,2LB,SSR Speed - Sweep Tosho,21-30 (roughly 3-4 per day),Day 4,Target speed for the last spurt mechanic only,Sleeping Lion,"Kyoto, Fall","sunny, firm","3000m, non-standard distance",19.0 m/s,End Closer,Ignited Spirit PWR,Straightaway Spurt,Passing a BASE wit stat check DURING the race,50%,70%,Greek,Fill in a different section before submitting,MooMooCord Discord server - https://discord.gg/Hc7cP9GB,5,,I accept these terms,Gold Ship,End Closer,Unity Cup Scenario Ace,Mayano Top Gun,End Closer,Unity Cup Scenario Ace,Narita Taishin,End Closer,Unity Cup Scenario Ace,4 Attempts - 20 Races total,19,Go to Submit page,,,,,,,,,,,,,,Yes,,,,,,,,,,4 Attempts - 20 Races total,18,Go to Submit page,,,,,,,,,,,,,,Yes,A Group,,,,,,,,,,4 Attempts - 20 Races total,17,Go to Submit page,,,,,,,,,,,,,,Yes,A Group,,,,,,,,,,4 Attempts - 20 Races total,16,Go to Submit page,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Masta,Graded (No Uma Restrictions),$0,1LB,1LB,MLB,1LB,1LB,SSR Speed - Biko Pegasus,31-45 (roughly 5-6 per day),Finals,Raw speed stat before the race begins,Sleeping Lion,"Kyoto, Fall","sunny, firm","3000m, non-standard distance",19.0 m/s,Late Surger,Straightaway Spurt,Straightaway Spurt,Passing a MODIFIED wit stat check DURING the race,50%,80%,Egyptians,Fill in a different section before submitting,MooMooCord Discord server - https://discord.gg/Hc7cP9GB,5,,I accept these terms,Gold Ship,End Closer,Unity Cup Scenario Ace,Mayano Top Gun,End Closer,Unity Cup Scenario Ace,Symboli Rudolf,End Closer,Unity Cup Scenario Ace,4 Attempts - 20 Races total,18,Fill in another day before submitting,,,,,,,,,,,,,,Yes,,,,,,,,,,4 Attempts - 20 Races total,17,Fill in another day before submitting,,,,,,,,,,,,,,Yes,A Group,,,,,,,,,,4 Attempts - 20 Races total,12,Fill in another day before submitting,,,,,,,,,,,,,,Yes,A Group,,,,,,,,,,4 Attempts - 20 Races total,13,Fill in another day before submitting,,,,,,,,,,,,,,A Finals,Gold Ship,End Closer,Unity Cup Scenario Ace,Mayano Top Gun,End Closer,Unity Cup Scenario Ace,Symboli Rudolf,End Closer,Unity Cup Scenario Ace,Insert results list winner data manually,,Winner = Own uma,Gold Ship,End Closer,3:01.7,6,9,https://drive.google.com/open?id=1Ld-zu9EUMka6D8SHa-tPKl4ETOperPOa,,https://drive.google.com/open?id=1astq7Zb_PM6cnOdrInIrptmyFzgB6Jp8,,,1st,
Lizzie,Graded (No Uma Restrictions),$1-100,1LB,MLB,None,None,MLB,SSR Speed - Kitasan Black,31-45 (roughly 5-6 per day),Finals,,,,,,,,,,,,,,,,,,I accept these terms,Rice Shower (Halloween),Pace Chaser,Unity Cup Scenario Ace,Gold Ship,End Closer,Unity Cup Scenario Ace,Narita Taishin,End Closer,Unity Cup Scenario Ace,3 Attempts - 15 Races total,7,Go to Submit page,,,,,,,,,,,,,,No,Mayano Top Gun (Wedding),End Closer,Unity Cup Scenario Ace,Gold Ship,End Closer,Unity Cup Scenario Ace,Narita Taishin,End Closer,Unity Cup Scenario Ace,3 Attempts - 15 Races total,6,Add 2nd Team Comp,Matikanefukukitaru (Full Armor),Late Surger,Unity Cup Scenario Ace,Gold Ship,End Closer,Unity Cup Scenario Ace,Narita Taishin,End Closer,Unity Cup Scenario Ace,1 Attempt - 5 Races total,2,2 teams,Go to Submit page,No,A Group,Mayano Top Gun,End Closer,Unity Cup Scenario Ace,Gold Ship,End Closer,Unity Cup Scenario Ace,Narita Taishin,End Closer,Unity Cup Scenario Ace,3 Attempts - 15 Races total,9,Fill in another day before submitting,,,,,,,,,,,,,,Yes,A Group,,,,,,,,,,4 Attempts - 20 Races total,10,Go to Submit page,,,,,,,,,,,,,,A Finals,Mayano Top Gun,End Closer,Unity Cup Scenario Ace,Gold Ship,End Closer,Unity Cup Scenario Ace,Narita Taishin,End Closer,Unity Cup Scenario Ace,Upload results list screenshot,https://drive.google.com/open?id=1NWFimG-u0nnAP5aOn-S-pEu9RA_o31Dg,,[Red Strife] Gold Ship,End,3:00.7,7,4,https://drive.google.com/open?id=1J6zjzszSEvGP-fHs6RcQKN2JBhdnkPMx,,https://drive.google.com/open?id=1YmS_hr_qKMwfzko1MXekH2ovZl6pC6Y4,,,1st,
vle,Graded (No Uma Restrictions),$0,None,0LB,2LB,3LB,MLB,SSR Stamina - Super Creek,11-20 (roughly 2-3 per day),Finals,,,,,,,,,,,,,,,@MooMooCows YouTube (or Twitch) channel - https://www.youtube.com/@MooMooCows,4,,I accept these terms,Tokai Teio,End Closer,Unity Cup Scenario Ace,Gold Ship,End Closer,Unity Cup Scenario Ace,Daiwa Scarlet,Pace Chaser,Unity Cup Scenario Ace,4 Attempts - 20 Races total,11,Go to Submit page,,,,,,,,,,,,,,No,Tokai Teio,End Closer,Unity Cup Scenario Ace,Nice Nature,End Closer,Unity Cup Scenario Ace,Daiwa Scarlet,Pace Chaser,Unity Cup Scenario Ace,4 Attempts - 20 Races total,13,Go to Submit page,,,,,,,,,,,,,,Yes,A Group,,,,,,,,,,4 Attempts - 20 Races total,11,Go to Submit page,,,,,,,,,,,,,,Yes,A Group,,,,,,,,,,4 Attempts - 20 Races total,7,Go to Submit page,,,,,,,,,,,,,,A Finals,Tokai Teio,End Closer,Unity Cup Scenario Ace,Nice Nature,End Closer,Unity Cup Scenario Ace,Daiwa Scarlet,Pace Chaser,Unity Cup Scenario Ace,Insert results list winner data manually,,Winner = Own uma,Tokai Teio,End Closer,3:01.2,1,2,https://drive.google.com/open?id=1_0rGqOFF-iG8a8GSG93dpZQkcZJr60Rj,,https://drive.google.com/open?id=16PYTuAxRnQIs3xjHflWwCi-NvJHRSYm5,,,1st,
Azshre,Graded (No Uma Restrictions),$501-1000,2LB,3LB,MLB,MLB,MLB,SSR Power - Rice Shower,21-30 (roughly 3-4 per day),Finals,,,,,,,,,,,,,,,@MooMooCows YouTube (or Twitch) channel - https://www.youtube.com/@MooMooCows,5,,I accept these terms,Oguri Cap,Pace Chaser,Oshi,Gold Ship,End Closer,URA Scenario Ace,Narita Taishin,End Closer,URA Scenario Ace,4 Attempts - 20 Races total,16,Go to Submit page,,,,,,,,,,,,,,Yes,,,,,,,,,,4 Attempts - 20 Races total,16,Go to Submit page,,,,,,,,,,,,,,No,A Group,Gold Ship,End Closer,Unity Cup Scenario Ace,Manhattan Cafe,End Closer,Unity Cup Scenario Ace,Oguri Cap,Pace Chaser,Unity Cup Scenario Ace,4 Attempts - 20 Races total,12,Go to Submit page,,,,,,,,,,,,,,Yes,A Group,,,,,,,,,,4 Attempts - 20 Races total,13,Go to Submit page,,,,,,,,,,,,,,A Finals,Oguri Cap,Pace Chaser,Oshi,Gold Ship,End Closer,Unity Cup Scenario Ace,Manhattan Cafe,End Closer,Unity Cup Scenario Ace,Upload results list screenshot,https://drive.google.com/open?id=16tBlnOcJJrtiEvBYIyMcGSjguVFvtehf,,[Starlight Beat] Oguri Cap,Pace,3:00.6,1,5,https://drive.google.com/open?id=14FiYyqWgV5HTsPBnub4ernjptEbRWKKY,,https://drive.google.com/open?id=1tUsPmwGq_4xedfyn5OMOB3wmn7xZTyGs,,,1st,
YokomahaL★,Graded (No Uma Restrictions),$1-100,1LB,1LB,MLB,1LB,MLB,SSR Power - Rice Shower,46+ (more than 6 per day),Finals,,,,,,,,,,,,,,,MooMooCord Discord server - https://discord.gg/Hc7cP9GB,5,,I accept these terms,Gold Ship,End Closer,URA Scenario Ace,Mayano Top Gun,End Closer,Unity Cup Scenario Ace,Air Groove,Front Runner,Debuffer,4 Attempts - 20 Races total,19,Go to Submit page,,,,,,,,,,,,,,Yes,,,,,,,,,,4 Attempts - 20 Races total,14,Go to Submit page,,,,,,,,,,,,,,Yes,A Group,,,,,,,,,,4 Attempts - 20 Races total,14,Go to Submit page,,,,,,,,,,,,,,Yes,A Group,,,,,,,,,,4 Attempts - 20 Races total,13,Go to Submit page,,,,,,,,,,,,,,A Finals,Gold Ship,End Closer,Unity Cup Scenario Ace,Mayano Top Gun,End Closer,Unity Cup Scenario Ace,Air Groove,Front Runner,Debuffer,Upload results list screenshot,https://drive.google.com/open?id=1wl6j6sC7DOuxOqwQWW2gFZmO7_i5LpnV,,[Scramble☆Zone] Mayano Top Gun,End,3:01.4,3,5,,,,,,1st,
Kukubara,Graded (No Uma Restrictions),$101-500,None,MLB,MLB,1LB,MLB,SSR Pal - Riko Kashimoto,31-45 (roughly 5-6 per day),Go to Submit page,Target speed for the last spurt mechanic only,Sleeping Lion,"Kyoto, Fall","sunny, firm","3000m, non-standard distance",20.0 m/s,End Closer,Nimble Navigator,Straightaway Spurt,Passing a BASE wit stat check DURING the race,50%,70%,Greek,Go to Submit page,MooMooCord Discord server - https://discord.gg/Hc7cP9GB,5,,I accept these terms,Special Week,Pace Chaser,Unity Cup Scenario Ace,Gold Ship,End Closer,Unity Cup Scenario Ace,Silence Suzuka,Runaway,Sacrifice to overtake,4 Attempts - 20 Races total,20,Go to Submit page,,,,,,,,,,,,,,Yes,,,,,,,,,,4 Attempts - 20 Races total,16,Go to Submit page,,,,,,,,,,,,,,Yes,A Group,,,,,,,,,,4 Attempts - 20 Races total,17,Go to Submit page,,,,,,,,,,,,,,Yes,A Group,,,,,,,,,,4 Attempts - 20 Races total,17,Go to Submit page,,,,,,,,,,,,,,A Finals,Special Week,Pace Chaser,Unity Cup Scenario Ace,Gold Ship,End Closer,Unity Cup Scenario Ace,Silence Suzuka,Runaway,Sacrifice to overtake,Insert results list winner data manually,,Winner = Own uma,Gold Ship,End Closer,3:00.6,2,7,https://drive.google.com/open?id=13gtJi_YdHwF91brX9_qGdypZGHmFS6iv,,https://drive.google.com/open?id=1n_l3PTs448XEAT_6QEew95G5eTHn_VCX,,,1st,
LumberjackDream,Graded (No Uma Restrictions),$1-100,None,1LB,2LB,1LB,MLB,SSR Stamina - Super Creek,31-45 (roughly 5-6 per day),Finals,Raw speed stat before the race begins,Sleeping Lion,"Kyoto, Fall","sunny, firm","3000m, non-standard distance",20.0 m/s,End Closer,Nimble Navigator,Straightaway Spurt,Passing a MODIFIED wit stat check DURING the race,70%,80%,Greek,Fill in a different section before submitting,@MooMooCows YouTube (or Twitch) channel - https://www.youtube.com/@MooMooCows,,,I accept these terms,Mayano Top Gun,End Closer,Unity Cup Scenario Ace,Eishin Flash,End Closer,Unity Cup Scenario Ace,Maruzensky (Summer),Front Runner,Unity Cup Scenario Ace,4 Attempts - 20 Races total,10,Go to Submit page,,,,,,,,,,,,,,Yes,,,,,,,,,,4 Attempts - 20 Races total,12,Go to Submit page,,,,,,,,,,,,,,Yes,A Group,,,,,,,,,,4 Attempts - 20 Races total,2,Go to Submit page,,,,,,,,,,,,,,Yes,A Group,,,,,,,,,,4 Attempts - 20 Races total,2,Go to Submit page,,,,,,,,,,,,,,B Finals,Mayano Top Gun,End Closer,Unity Cup Scenario Ace,Eishin Flash,End Closer,Unity Cup Scenario Ace,Maruzensky (Summer),Front Runner,Unity Cup Scenario Ace,Insert results list winner data manually,,Winner = Own uma,Mayano Top Gun,End Closer,3:01.4,3,6,https://drive.google.com/open?id=1i6Fve_qRs4HlHjknIrQZKS8GO_Q7f-nj,,https://drive.google.com/open?id=113Dt0rStocpdpmQMrbLu5wpPb9LEs98V,,,1st,
Enova,Graded (No Uma Restrictions),$501-1000,2LB,1LB,MLB,2LB,MLB,SSR Stamina - Super Creek,6-10 (roughly 1 per day),Finals,,,,,,,,,,,,,,,MooMooCord Discord server - https://discord.gg/Hc7cP9GB,5,,I accept these terms,Symboli Rudolf,Late Surger,Unity Cup Scenario Ace,Narita Brian,Late Surger,Unity Cup Scenario Ace,Mejiro McQueen,Pace Chaser,Unity Cup Scenario Ace,4 Attempts - 20 Races total,10,Go to Submit page,,,,,,,,,,,,,,Yes,,,,,,,,,,4 Attempts - 20 Races total,13,Go to Submit page,,,,,,,,,,,,,,Yes,A Group,,,,,,,,,,4 Attempts - 20 Races total,9,Go to Submit page,,,,,,,,,,,,,,Yes,A Group,,,,,,,,,,4 Attempts - 20 Races total,8,Go to Submit page,,,,,,,,,,,,,,A Finals,Symboli Rudolf,Late Surger,Unity Cup Scenario Ace,Narita Brian,Late Surger,Unity Cup Scenario Ace,Mejiro McQueen,Pace Chaser,Unity Cup Scenario Ace,Upload results list screenshot,https://drive.google.com/open?id=16fKYKEdWxpjDpwZPgTzDsB_g3SgDi0_K,,[Red Strife] Gold Ship,End,3:00.6,8,6,https://drive.google.com/open?id=1vl5SUFGsEE64WZl1GV6V2C_koHT_W2-d,,https://drive.google.com/open?id=1QTacPNCY9Cb80v-no6M-9JyYZKBcjhDO,,,3rd,
Caleana,Graded (No Uma Restrictions),$1-100,0LB,2LB,MLB,2LB,3LB,SSR Speed - Biko Pegasus,6-10 (roughly 1 per day),Finals,,,,,,,,,,,,,,,MooMooCord Discord server - https://discord.gg/Hc7cP9GB,5,"I like the improvements from last time & the option to say runs/week, so thank you!",I accept these terms,Daiwa Scarlet,Pace Chaser,Unity Cup Scenario Ace,Gold Ship,End Closer,Unity Cup Scenario Ace,Mayano Top Gun,End Closer,Unity Cup Scenario Ace,4 Attempts - 20 Races total,15,Go to Submit page,,,,,,,,,,,,,,Yes,,,,,,,,,,4 Attempts - 20 Races total,16,Go to Submit page,,,,,,,,,,,,,,Yes,A Group,,,,,,,,,,4 Attempts - 20 Races total,9,Go to Submit page,,,,,,,,,,,,,,Yes,A Group,,,,,,,,,,4 Attempts - 20 Races total,13,Go to Submit page,,,,,,,,,,,,,,A Finals,Daiwa Scarlet,Pace Chaser,Unity Cup Scenario Ace,Gold Ship,End Closer,Unity Cup Scenario Ace,Mayano Top Gun,End Closer,Unity Cup Scenario Ace,Insert results list winner data manually,,Winner = Own uma,Mayano Top Gun,End Closer,3:01.7,3,5,,https://drive.google.com/open?id=1PydH_WQ8vLMvAsgvvA6pTHRVBJHC3VU0,https://drive.google.com/open?id=1t3iqTh8yrBR4eI0s2OdwZ0nzmHU5oHy6,,,1st,
Poofmah,Graded (No Uma Restrictions),$101-500,3LB,0LB,3LB,None,MLB,SSR Pal - Riko Kashimoto,21-30 (roughly 3-4 per day),Day 1,,,,,,,,,,,,,,,MooMooCord Discord server - https://discord.gg/Hc7cP9GB,5,,I accept these terms,Gold Ship,End Closer,Unity Cup Scenario Ace,Mayano Top Gun,End Closer,Unity Cup Scenario Ace,Tokai Teio (Anime Collab),Pace Chaser,Unity Cup Scenario Ace,4 Attempts - 20 Races total,18,Go to Submit page,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birb,Graded (No Uma Restrictions),$1001-5000,MLB,MLB,MLB,MLB,MLB,SSR Speed - Biko Pegasus,46+ (more than 6 per day),Finals,Target speed for the last spurt mechanic only,Sleeping Lion,"Kyoto, Fall","sunny, firm","3000m, non-standard distance",19.0 m/s,End Closer,Straightaway Spurt,Straightaway Spurt,Passing a BASE wit stat check BEFORE the race,50%,70%,Romans,Go to Submit page,MooMooCord Discord server - https://discord.gg/Hc7cP9GB,5,,I accept these terms,Rice Shower,End Closer,Unity Cup Scenario Ace,Gold Ship,End Closer,Unity Cup Scenario Ace,Narita Taishin,End Closer,Unity Cup Scenario Ace,4 Attempts - 20 Races total,17,Fill in another day before submitting,,,,,,,,,,,,,,Yes,,,,,,,,,,4 Attempts - 20 Races total,20,Go to Submit page,,,,,,,,,,,,,,Yes,A Group,,,,,,,,,,4 Attempts - 20 Races total,15,Go to Submit page,,,,,,,,,,,,,,Yes,A Group,,,,,,,,,,4 Attempts - 20 Races total,15,Go to Submit page,,,,,,,,,,,,,,A Finals,Gold Ship,End Closer,Unity Cup Scenario Ace,Narita Taishin,End Closer,Unity Cup Scenario Ace,Rice Shower,End Closer,Unity Cup Scenario Ace,Insert results list winner data manually,,Winner = Opponent's uma,Narita Taishin,End Closer,3:01.3,7,1,https://drive.google.com/open?id=1n7X4NSel2yUeD35cGflmhqKnK4gTSJP2,,https://drive.google.com/open?id=1zYIYaBSX_XgQtM-Z7miAFHcEx3yLTT_Z,,,2nd,
SolemnLament,Graded (No Uma Restrictions),$1001-5000,3LB,MLB,MLB,3LB,MLB,SSR Speed - Sweep Tosho,31-45 (roughly 5-6 per day),Finals,,,,,,,,,,,,,,,Umamusume: Pretty Derby Official Discord - https://discord.gg/CG4JUMvQ,,,I accept these terms,Gold Ship,End Closer,Unity Cup Scenario Ace,Narita Taishin,End Closer,Unity Cup Scenario Ace,Manhattan Cafe,End Closer,Unity Cup Scenario Ace,4 Attempts - 20 Races total,16,Go to Submit page,,,,,,,,,,,,,,Yes,,,,,,,,,,4 Attempts - 20 Races total,19,Go to Submit page,,,,,,,,,,,,,,Yes,A Group,,,,,,,,,,4 Attempts - 20 Races total,17,Go to Submit page,,,,,,,,,,,,,,Yes,A Group,,,,,,,,,,4 Attempts - 20 Races total,17,Go to Submit page,,,,,,,,,,,,,,A Finals,Gold Ship,End Closer,Unity Cup Scenario Ace,Narita Taishin,End Closer,Unity Cup Scenario Ace,Manhattan Cafe,End Closer,Unity Cup Scenario Ace,Upload results list screenshot,https://drive.google.com/open?id=1AN5SDva2GyuEBSHR5q8DAKuPqd4xQDnT,,[Nevertheless] Narita Taishin,End,3:02.3,1,9,https://drive.google.com/open?id=1GfQ6JuNMGpbZdiptK3CdXIZ6VmLQsS3Y,,https://drive.google.com/open?id=15MSe0tJMtO6srGnU1YMr-yRsDLaNen8_,,,1st,
Unearthly,Graded (No Uma Restrictions),$501-1000,1LB,MLB,MLB,MLB,MLB,SSR Speed - Biko Pegasus,21-30 (roughly 3-4 per day),Finals,,,,,,,,,,,,,,,MooMooCord Discord server - https://discord.gg/Hc7cP9GB,5,,I accept these terms,Narita Taishin,End Closer,Unity Cup Scenario Ace,Gold Ship,End Closer,Unity Cup Scenario Ace,Air Groove,Front Runner,Debuffer,4 Attempts - 20 Races total,20,Go to Submit page,,,,,,,,,,,,,,Yes,,,,,,,,,,4 Attempts - 20 Races total,19,Go to Submit page,,,,,,,,,,,,,,Yes,A Group,,,,,,,,,,4 Attempts - 20 Races total,18,Go to Submit page,,,,,,,,,,,,,,Yes,A Group,,,,,,,,,,4 Attempts - 20 Races total,19,Go to Submit page,,,,,,,,,,,,,,A Finals,Narita Taishin,End Closer,Unity Cup Scenario Ace,Gold Ship,End Closer,Unity Cup Scenario Ace,Air Groove,Front Runner,Debuffer,Upload results list screenshot,https://drive.google.com/open?id=1-Oy_4h2x_dICooyWFzjgdhpTZXdKQ-Ll,,[Red Strife] Gold Ship,End,3:01.9,2,2,https://drive.google.com/open?id=1Gkb1EiiSbJ3phOxJ_JMtod3rxbscNOBe,,https://drive.google.com/open?id=13z8KVegXccwsNWKxVnXwMwCajVVxXLjx,,,1st,
